item_Name,slot_Size
https://dayz.fandom.com/wiki/1PN51_Scope,12
https://dayz.fandom.com/wiki/ATOG_4x32_Scope,2
https://dayz.fandom.com/wiki/ATOG_6x48_Scope,6
https://dayz.fandom.com/wiki/Backup_Iron_Sights,1
https://dayz.fandom.com/wiki/Baraka_Sights,2
https://dayz.fandom.com/wiki/Bizon_Lightweight_Buttstock,3
https://dayz.fandom.com/wiki/Combat_Sights,2
https://dayz.fandom.com/wiki/Gas_Mask_Filter,4
https://dayz.fandom.com/wiki/Ghillie_Rifle_Wrap,12
https://dayz.fandom.com/wiki/Handgun_Scope,3
https://dayz.fandom.com/wiki/Hunting_Scope,4
https://dayz.fandom.com/wiki/Improvised_Gas_Mask_Filter,2
https://dayz.fandom.com/wiki/KA_Bayonet,3
https://dayz.fandom.com/wiki/KA_Lightweight_Buttstock,3
https://dayz.fandom.com/wiki/KA_Polymer_Buttstock,3
https://dayz.fandom.com/wiki/KA_Polymer_Handguard,2
https://dayz.fandom.com/wiki/KA_Rail_Handguard,2
https://dayz.fandom.com/wiki/KA_Wooden_Buttstock,3
https://dayz.fandom.com/wiki/KA_Wooden_Handguard,2
https://dayz.fandom.com/wiki/KAS-74U_Lightweight_Buttstock,2
https://dayz.fandom.com/wiki/Kobra_Sights,4
https://dayz.fandom.com/wiki/LAR_Lightweight_Buttstock,3
https://dayz.fandom.com/wiki/LAR_Polymer_Buttstock,3
https://dayz.fandom.com/wiki/M4-A1_Bayonet,3
https://dayz.fandom.com/wiki/M4-A1_Carry_Handle_Sights,2
https://dayz.fandom.com/wiki/M4-A1_CQB_Buttstock,2
https://dayz.fandom.com/wiki/M4-A1_MP_Buttstock,2
https://dayz.fandom.com/wiki/M4-A1_MP_Handguard,2
https://dayz.fandom.com/wiki/M4-A1_Polymer_Handguard,2
https://dayz.fandom.com/wiki/M4-A1_Rail_Handguard,2
https://dayz.fandom.com/wiki/M4-A1_Telescopic_Buttstock,2
https://dayz.fandom.com/wiki/Mini_Sights,1
https://dayz.fandom.com/wiki/Mosin_91/30_Bayonet,4
https://dayz.fandom.com/wiki/Mosin_M44_Compensator,1
https://dayz.fandom.com/wiki/Normalized_Suppressor,3
https://dayz.fandom.com/wiki/NV-PVS4_Scope,12
https://dayz.fandom.com/wiki/P1-87-L_Scope,2
https://dayz.fandom.com/wiki/Pistol_Flashlight,1
https://dayz.fandom.com/wiki/Pistol_Suppressor,3
https://dayz.fandom.com/wiki/Plastic_Bottle_Suppressor,3
https://dayz.fandom.com/wiki/PSO-1_Scope,6
https://dayz.fandom.com/wiki/PU_Scope,3
https://dayz.fandom.com/wiki/RVN_Sights,2
https://dayz.fandom.com/wiki/SG5-K_Compensator,1
https://dayz.fandom.com/wiki/SG5-K_Lightweight_Buttstock,3
https://dayz.fandom.com/wiki/SG5-K_Polymer_Handguard,2
https://dayz.fandom.com/wiki/SG5-K_Rail_Handguard,2
https://dayz.fandom.com/wiki/SK_59/66_Bayonet,4
https://dayz.fandom.com/wiki/Standardized_Suppressor,3
https://dayz.fandom.com/wiki/Universal_Flashlight,2
https://dayz.fandom.com/wiki/Vaiga_Lightweight_Buttstock,3
