item_Name,slot_Size
https://dayz.fandom.com/wiki/10rd_CR-550_Mag,2
https://dayz.fandom.com/wiki/10rd_Mag-C_Mag,1
https://dayz.fandom.com/wiki/10rd_MK_II_Mag,2
https://dayz.fandom.com/wiki/10rd_VSD_Mag,2
https://dayz.fandom.com/wiki/10rd_VSS_Mag,2
https://dayz.fandom.com/wiki/12rd_IJ-70_Mag,2
https://dayz.fandom.com/wiki/15rd_CR-75_Mag,2
https://dayz.fandom.com/wiki/15rd_FX-45_Mag,2
https://dayz.fandom.com/wiki/15rd_Mlock-91_Mag,2
https://dayz.fandom.com/wiki/15rd_SG5-K_Mag,2
https://dayz.fandom.com/wiki/15rd_Sporter_22_Mag,2
https://dayz.fandom.com/wiki/20rd_CR-61_Mag,2
https://dayz.fandom.com/wiki/20rd_Drum_Vaiga_Mag,4
https://dayz.fandom.com/wiki/20rd_LAR_Mag,2
https://dayz.fandom.com/wiki/20rd_Mag-C_Mag,2
https://dayz.fandom.com/wiki/20rd_SVAL_Mag,2
https://dayz.fandom.com/wiki/25rd_LE-MAS_Mag,2
https://dayz.fandom.com/wiki/25rd_USG-45_Mag,3
https://dayz.fandom.com/wiki/30rd_AUR_Mag,3
https://dayz.fandom.com/wiki/30rd_KA-101_Mag,3
https://dayz.fandom.com/wiki/30rd_KA-74_Mag,3
https://dayz.fandom.com/wiki/30rd_KA-M_Mag,3
https://dayz.fandom.com/wiki/30rd_KA-M_Polymer_Mag,3
https://dayz.fandom.com/wiki/30rd_Mag-C_Mag,3
https://dayz.fandom.com/wiki/30rd_SG5-K_Mag,3
https://dayz.fandom.com/wiki/30rd_Sporter_22_Mag,3
https://dayz.fandom.com/wiki/30rd_Standardized_Mag,3
https://dayz.fandom.com/wiki/40rd_Mag-C_Mag,4
https://dayz.fandom.com/wiki/45rd_KA-74_Mag,4
https://dayz.fandom.com/wiki/5rd_CR-527_Mag,1
https://dayz.fandom.com/wiki/5rd_Pioneer_Mag,1
https://dayz.fandom.com/wiki/5rd_Vaiga_Mag,1
https://dayz.fandom.com/wiki/60rd_Standardized_Mag,6
https://dayz.fandom.com/wiki/64rd_Bizon_Mag,4
https://dayz.fandom.com/wiki/75rd_KA-M_Drum_Mag,9
https://dayz.fandom.com/wiki/7rd_Kolt_1911_Mag,2
https://dayz.fandom.com/wiki/8rd_P1_Mag,2
https://dayz.fandom.com/wiki/8rd_Vaiga_Mag,2
https://dayz.fandom.com/wiki/9rd_Deagle_Mag,2
